,Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Hyper Params.,Model
14,RandomForestClassifier,0.8231,0.8431,0.8231,0.8262,0.8177,0.8365,0.8177,0.8208,0.6667,0.6789,0.6667,0.6511,0.9397,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'n_estimators': 10, 'random_state': 64}","RandomForestClassifier(n_estimators=10, random_state=64)"
13,KNeighborsClassifier,0.815,0.8344,0.815,0.8187,0.8261,0.8379,0.8261,0.8291,0.6667,0.6789,0.6667,0.6511,0.9321,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
10,KNeighborsClassifier,0.8255,0.8439,0.8255,0.8286,0.8276,0.8466,0.8276,0.8304,0.6667,0.6689,0.6667,0.6569,0.9309,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
9,RandomForestClassifier,0.8212,0.8422,0.8212,0.8245,0.8261,0.842,0.8261,0.8295,0.6667,0.6737,0.6667,0.6678,0.9384,smote,3000,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'n_estimators': 20, 'random_state': 87}","RandomForestClassifier(n_estimators=20, random_state=87)"
11,LogisticRegression,0.7953,0.8154,0.7953,0.7969,0.8261,0.8407,0.8261,0.8268,0.6667,0.7062,0.6667,0.6699,0.9192,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 511, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=511)"
15,SVC,0.7977,0.8585,0.7977,0.7967,0.7639,0.8222,0.7639,0.7607,0.6667,0.7473,0.6667,0.6432,0.9116,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 73}","SVC(C=10, probability=True, random_state=73)"
6,DecisionTreeClassifier,0.8096,0.8422,0.8096,0.8138,0.7754,0.8474,0.7754,0.7843,0.6667,0.7258,0.6667,0.6687,0.9307,smote,250,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 20, 'random_state': 827}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=20, random_state=827)"
15,KNeighborsClassifier,0.8248,0.8424,0.8248,0.8275,0.8044,0.8159,0.8044,0.8081,0.6667,0.6671,0.6667,0.6572,0.9294,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'metric': 'minkowski', 'n_neighbors': 11, 'weights': 'distance'}","KNeighborsClassifier(n_neighbors=11, weights='distance')"
10,MLPClassifier,0.6857,0.6925,0.6857,0.6831,0.6562,0.6621,0.6562,0.6468,0.6667,0.6796,0.6667,0.6513,0.8753,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_iter': 100000, 'random_state': 744, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=744)"
9,DecisionTreeClassifier,0.8073,0.8157,0.8073,0.809,0.8472,0.8533,0.8472,0.8491,0.6667,0.6692,0.6667,0.6669,0.9227,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 87}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=87)"
13,RandomForestClassifier,0.8317,0.847,0.8317,0.8345,0.8233,0.8432,0.8233,0.8262,0.6667,0.6789,0.6667,0.6511,0.9447,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'n_estimators': 20, 'random_state': 626}","RandomForestClassifier(n_estimators=20, random_state=626)"
9,LogisticRegression,0.6662,0.6743,0.6662,0.6684,0.6582,0.6613,0.6582,0.659,0.6667,0.7103,0.6667,0.6738,0.8566,smote,1000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 973, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=973)"
10,LogisticRegression,0.6849,0.688,0.6849,0.6854,0.6854,0.6852,0.6854,0.6851,0.6667,0.7226,0.6667,0.6737,0.8623,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 223, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=223)"
11,RandomForestClassifier,0.8423,0.8441,0.8423,0.8426,0.8724,0.8744,0.8724,0.8731,0.6667,0.6875,0.6667,0.6649,0.9485,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'n_estimators': 20, 'random_state': 22}","RandomForestClassifier(n_estimators=20, random_state=22)"
12,DecisionTreeClassifier,0.8227,0.8302,0.8227,0.824,0.8265,0.8292,0.8265,0.8265,0.6667,0.6727,0.6667,0.6627,0.9382,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 20, 'random_state': 459}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=20, random_state=459)"
7,RandomForestClassifier,0.797,0.8147,0.797,0.8026,0.7899,0.823,0.7899,0.7968,0.6667,0.6665,0.6667,0.6654,0.9271,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'n_estimators': 5, 'random_state': 128}","RandomForestClassifier(n_estimators=5, random_state=128)"
8,KNeighborsClassifier,0.8169,0.8325,0.8169,0.8194,0.7899,0.7973,0.7899,0.7925,0.6667,0.6636,0.6667,0.6576,0.9259,smote,250,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1,
                     weights='distance')"
17,LogisticRegression,0.7709,0.775,0.7709,0.7713,0.8194,0.8228,0.8194,0.8206,0.6667,0.6746,0.6667,0.6697,0.9098,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 610, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=610)"
11,RandomForestClassifier,0.8362,0.8517,0.8362,0.8384,0.8266,0.8436,0.8266,0.8292,0.6667,0.6623,0.6667,0.6609,0.9432,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'n_estimators': 20, 'random_state': 144}","RandomForestClassifier(n_estimators=20, random_state=144)"
14,SVC,0.8027,0.8067,0.8027,0.8041,0.778,0.7854,0.778,0.7804,0.6667,0.7222,0.6667,0.6762,0.8985,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'C': 1, 'kernel': 'linear', 'random_state': 848}","SVC(C=1, kernel='linear', probability=True, random_state=848)"
13,SVC,0.7915,0.7968,0.7915,0.7938,0.8623,0.8814,0.8623,0.8655,0.6667,0.6809,0.6667,0.6611,0.892,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 375}","SVC(C=10, kernel='linear', probability=True, random_state=375)"
11,LogisticRegression,0.7318,0.7493,0.7318,0.7302,0.7246,0.7268,0.7246,0.7256,0.6667,0.713,0.6667,0.6736,0.8902,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 800, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=800)"
10,LogisticRegression,0.7847,0.8218,0.7847,0.7894,0.7987,0.8345,0.7987,0.8031,0.6667,0.713,0.6667,0.667,0.915,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 578, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=578)"
14,RandomForestClassifier,0.8278,0.8459,0.8278,0.8315,0.8367,0.8578,0.8367,0.8406,0.6667,0.6594,0.6667,0.6578,0.9405,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'n_estimators': 10, 'random_state': 905}","RandomForestClassifier(n_estimators=10, random_state=905)"
8,SVC,0.7821,0.8398,0.7821,0.7804,0.7812,0.8368,0.7812,0.7757,0.6667,0.7157,0.6667,0.6649,0.9075,smote,500,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 686}","SVC(C=10, probability=True, random_state=686)"
9,MLPClassifier,0.7604,0.8412,0.7604,0.7607,0.75,0.8461,0.75,0.7504,0.6667,0.7452,0.6667,0.6551,0.8944,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'max_iter': 100000, 'random_state': 72, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=72)"
11,KNeighborsClassifier,0.8194,0.8382,0.8194,0.8212,0.7465,0.8291,0.7465,0.7435,0.6667,0.7137,0.6667,0.6522,0.9151,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'metric': 'minkowski', 'n_neighbors': 11, 'weights': 'distance'}","KNeighborsClassifier(n_neighbors=11, weights='distance')"
12,RandomForestClassifier,0.824,0.8434,0.824,0.8278,0.8146,0.8425,0.8146,0.8192,0.6667,0.6744,0.6667,0.6577,0.935,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'n_estimators': 10, 'random_state': 522}","RandomForestClassifier(n_estimators=10, random_state=522)"
12,RandomForestClassifier,0.836,0.8512,0.836,0.8386,0.8276,0.846,0.8276,0.8307,0.6667,0.6806,0.6667,0.6572,0.943,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'n_estimators': 10, 'random_state': 506}","RandomForestClassifier(n_estimators=10, random_state=506)"
13,SVC,0.7908,0.8418,0.7908,0.7895,0.7153,0.7842,0.7153,0.7024,0.6667,0.7473,0.6667,0.6432,0.9089,smote,500,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 315}","SVC(C=10, probability=True, random_state=315)"
7,LogisticRegression,0.7361,0.7958,0.7361,0.7357,0.7535,0.8047,0.7535,0.7592,0.6667,0.7152,0.6667,0.6753,0.8756,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 781, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=781)"
11,MLPClassifier,0.7938,0.858,0.7938,0.7954,0.767,0.7659,0.767,0.7651,0.6667,0.6635,0.6667,0.6642,0.9293,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'max_iter': 100000, 'random_state': 378, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=378)"
13,DecisionTreeClassifier,0.8346,0.8503,0.8346,0.8376,0.8323,0.8488,0.8323,0.8356,0.6667,0.6708,0.6667,0.6565,0.942,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 610}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=610)"
13,LogisticRegression,0.7772,0.8434,0.7772,0.7766,0.7653,0.8487,0.7653,0.7656,0.6667,0.6965,0.6667,0.666,0.9154,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 775, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=775)"
9,SVC,0.7026,0.713,0.7026,0.7059,0.7075,0.7157,0.7075,0.7103,0.65,0.7056,0.65,0.653,0.8799,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 308}","SVC(C=10, probability=True, random_state=308)"
16,SVC,0.802,0.8587,0.802,0.8004,0.8189,0.8676,0.8189,0.8171,0.65,0.7347,0.65,0.6299,0.9196,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 574}","SVC(C=10, probability=True, random_state=574)"
11,LogisticRegression,0.7896,0.8255,0.7896,0.794,0.7796,0.8178,0.7796,0.7847,0.65,0.7,0.65,0.6629,0.9192,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 969, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=969)"
12,LogisticRegression,0.8069,0.8271,0.8069,0.8105,0.7796,0.8022,0.7796,0.7842,0.65,0.6572,0.65,0.6518,0.92,smote,3000,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 760, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=760)"
14,DecisionTreeClassifier,0.8242,0.841,0.8242,0.827,0.8372,0.8502,0.8372,0.8399,0.65,0.6944,0.65,0.6507,0.9433,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 713}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=713)"
14,KNeighborsClassifier,0.8323,0.8496,0.8323,0.8353,0.835,0.85,0.835,0.8375,0.65,0.6552,0.65,0.6431,0.9376,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
15,MLPClassifier,0.7664,0.8196,0.7664,0.7672,0.8116,0.8312,0.8116,0.8132,0.65,0.6708,0.65,0.6507,0.9222,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_iter': 100000, 'random_state': 893, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=893)"
17,SVC,0.7953,0.8567,0.7953,0.7886,0.8116,0.8578,0.8116,0.8151,0.65,0.7347,0.65,0.6299,0.9195,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 416}","SVC(C=10, probability=True, random_state=416)"
15,MLPClassifier,0.8128,0.8417,0.8128,0.815,0.7696,0.7891,0.7696,0.7745,0.65,0.6461,0.65,0.647,0.9387,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_iter': 100000, 'random_state': 569, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=569)"
16,KNeighborsClassifier,0.8207,0.8448,0.8207,0.8221,0.8244,0.8369,0.8244,0.8276,0.65,0.6529,0.65,0.6333,0.9328,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'}","KNeighborsClassifier(n_neighbors=13, weights='distance')"
10,LogisticRegression,0.6997,0.6999,0.6997,0.6996,0.6894,0.6902,0.6894,0.6898,0.65,0.686,0.65,0.6463,0.8702,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 444, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=444)"
14,MLPClassifier,0.7933,0.8031,0.7933,0.795,0.7609,0.7607,0.7609,0.7608,0.65,0.6598,0.65,0.6463,0.9315,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'max_iter': 100000, 'random_state': 725, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=725)"
15,MLPClassifier,0.7759,0.8456,0.7759,0.7762,0.8146,0.8608,0.8146,0.8139,0.65,0.7063,0.65,0.6326,0.9218,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'max_iter': 100000, 'random_state': 146, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=146)"
13,LogisticRegression,0.7825,0.7836,0.7825,0.7829,0.7882,0.7883,0.7882,0.7882,0.65,0.6908,0.65,0.6583,0.9194,smote,5000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 859, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=859)"
14,SVC,0.8222,0.8248,0.8222,0.8226,0.8206,0.8215,0.8206,0.8209,0.65,0.6905,0.65,0.6554,0.9005,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 754}","SVC(C=10, kernel='linear', probability=True, random_state=754)"
13,DecisionTreeClassifier,0.8185,0.8356,0.8185,0.8214,0.8197,0.8342,0.8197,0.8235,0.65,0.6518,0.65,0.6389,0.9375,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 953}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=953)"
14,SVC,0.7778,0.8312,0.7778,0.7749,0.7743,0.8398,0.7743,0.7701,0.65,0.7347,0.65,0.6299,0.9037,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 228}","SVC(C=10, probability=True, random_state=228)"
11,LogisticRegression,0.7521,0.7683,0.7521,0.7563,0.7528,0.7691,0.7528,0.7572,0.65,0.6782,0.65,0.6572,0.9039,smote,3000,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 53, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=53)"
12,KNeighborsClassifier,0.8047,0.8151,0.8047,0.8074,0.8194,0.8325,0.8194,0.8233,0.65,0.6597,0.65,0.6499,0.9124,smote,500,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', p=1, weights='distance')"
10,MLPClassifier,0.7396,0.8506,0.7396,0.7404,0.7986,0.8246,0.7986,0.8032,0.65,0.6689,0.65,0.6541,0.9143,smote,500,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'max_iter': 100000, 'random_state': 482, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=482)"
11,SVC,0.7409,0.75,0.7409,0.734,0.6957,0.6914,0.6957,0.6927,0.65,0.6663,0.65,0.6432,0.8445,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 760}","SVC(C=10, kernel='linear', probability=True, random_state=760)"
16,RandomForestClassifier,0.8333,0.8474,0.8333,0.8363,0.809,0.8236,0.809,0.8133,0.65,0.6488,0.65,0.6432,0.9372,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'n_estimators': 10, 'random_state': 334}","RandomForestClassifier(n_estimators=10, random_state=334)"
13,SVC,0.7808,0.8373,0.7808,0.7745,0.7464,0.8061,0.7464,0.7473,0.65,0.7347,0.65,0.6299,0.9206,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 400}","SVC(C=10, probability=True, random_state=400)"
12,KNeighborsClassifier,0.7825,0.8178,0.7825,0.7829,0.8116,0.8435,0.8116,0.8076,0.65,0.7052,0.65,0.6401,0.9043,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')"
11,MLPClassifier,0.7735,0.8356,0.7735,0.7737,0.8261,0.8796,0.8261,0.8231,0.65,0.7068,0.65,0.6403,0.9142,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'max_iter': 100000, 'random_state': 945, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=945)"
9,MLPClassifier,0.7699,0.8139,0.7699,0.7733,0.7971,0.8313,0.7971,0.8016,0.65,0.7154,0.65,0.6559,0.9224,smote,250,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'max_iter': 100000, 'random_state': 173, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=173)"
11,MLPClassifier,0.7984,0.8393,0.7984,0.798,0.8025,0.8116,0.8025,0.8053,0.65,0.6511,0.65,0.6449,0.935,smote,5000,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'max_iter': 100000, 'random_state': 636, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=636)"
12,RandomForestClassifier,0.8271,0.8456,0.8271,0.8305,0.8246,0.8469,0.8246,0.8286,0.65,0.6599,0.65,0.6432,0.9382,smote,5000,no_scaled,"['storyPoints', 'polarity', 'E']",10,"{'n_estimators': 5, 'random_state': 896}","RandomForestClassifier(n_estimators=5, random_state=896)"
13,RandomForestClassifier,0.8278,0.8462,0.8278,0.8312,0.8216,0.8438,0.8216,0.8253,0.65,0.6556,0.65,0.6369,0.9389,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'n_estimators': 5, 'random_state': 54}","RandomForestClassifier(n_estimators=5, random_state=54)"
12,SVC,0.6938,0.6919,0.6938,0.6873,0.7464,0.7436,0.7464,0.7426,0.65,0.6745,0.65,0.6403,0.8451,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 732}","SVC(C=10, probability=True, random_state=732)"
15,SVC,0.7952,0.8498,0.7952,0.7917,0.7858,0.8531,0.7858,0.786,0.65,0.7347,0.65,0.6299,0.9172,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'C': 1, 'kernel': 'rbf', 'random_state': 268}","SVC(C=1, probability=True, random_state=268)"
17,KNeighborsClassifier,0.8221,0.8402,0.8221,0.8244,0.7778,0.7916,0.7778,0.778,0.65,0.6773,0.65,0.6346,0.9275,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'metric': 'minkowski', 'n_neighbors': 9, 'weights': 'distance'}","KNeighborsClassifier(n_neighbors=9, weights='distance')"
14,KNeighborsClassifier,0.8044,0.8256,0.8044,0.8073,0.8129,0.8464,0.8129,0.8134,0.65,0.7002,0.65,0.6352,0.9274,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'E']",10,"{'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(n_neighbors=15, weights='distance')"
15,SVC,0.8311,0.8331,0.8311,0.8313,0.8273,0.8282,0.8273,0.8276,0.65,0.6527,0.65,0.6417,0.9036,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'C': 1, 'kernel': 'linear', 'random_state': 574}","SVC(C=1, kernel='linear', probability=True, random_state=574)"
17,SVC,0.7998,0.8556,0.7998,0.7972,0.7919,0.8483,0.7919,0.79,0.6333,0.7311,0.6333,0.5941,0.9179,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 471}","SVC(C=10, probability=True, random_state=471)"
17,SVC,0.7853,0.8428,0.7853,0.7826,0.8095,0.8651,0.8095,0.809,0.6333,0.7284,0.6333,0.6077,0.909,smote,1000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 326}","SVC(C=10, probability=True, random_state=326)"
13,MLPClassifier,0.6651,0.6787,0.6651,0.6667,0.7101,0.7088,0.7101,0.7094,0.6333,0.642,0.6333,0.6336,0.8611,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'max_iter': 100000, 'random_state': 244, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=244)"
15,LogisticRegression,0.7958,0.8281,0.7958,0.8001,0.7938,0.8303,0.7938,0.7986,0.6333,0.7031,0.6333,0.6415,0.9192,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 787, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=787)"
16,MLPClassifier,0.7828,0.8288,0.7828,0.7849,0.7755,0.86,0.7755,0.7732,0.6333,0.6843,0.6333,0.6262,0.9321,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_iter': 100000, 'random_state': 93, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=93)"
17,MLPClassifier,0.8269,0.8558,0.8269,0.8276,0.8246,0.8439,0.8246,0.8281,0.6333,0.628,0.6333,0.6282,0.9392,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'E']",10,"{'max_iter': 100000, 'random_state': 887, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=887)"
11,KNeighborsClassifier,0.8403,0.8442,0.8403,0.8402,0.8333,0.8339,0.8333,0.8331,0.6333,0.6285,0.6333,0.6229,0.9403,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=7, p=1, weights='distance')"
10,LogisticRegression,0.7043,0.7032,0.7043,0.7031,0.6868,0.689,0.6868,0.6878,0.6333,0.6357,0.6333,0.6306,0.8736,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'E']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 451, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=451)"
15,KNeighborsClassifier,0.8038,0.8198,0.8038,0.8066,0.7917,0.8076,0.7917,0.7964,0.6333,0.6297,0.6333,0.6248,0.9221,smote,500,StandardScaler,"['storyPoints', 'polarity', 'E']",10,"{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=13, p=1,
                     weights='distance')"
16,LogisticRegression,0.7645,0.7716,0.7645,0.7631,0.8188,0.826,0.8188,0.8206,0.6333,0.6459,0.6333,0.6311,0.9028,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'E']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 492, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=492)"
