,Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Hyper Params.,Model
6,RandomForestClassifier,0.8326,0.8435,0.8326,0.8357,0.8297,0.84,0.8297,0.8326,0.7167,0.7471,0.7167,0.7059,0.9506,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 343}","RandomForestClassifier(n_estimators=20, random_state=343)"
5,RandomForestClassifier,0.8337,0.8439,0.8337,0.8368,0.8333,0.8436,0.8333,0.8363,0.7167,0.7197,0.7167,0.7143,0.9512,smote,5000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 912}","RandomForestClassifier(n_estimators=20, random_state=912)"
8,MLPClassifier,0.8112,0.8389,0.8112,0.8114,0.8233,0.8325,0.8233,0.8262,0.7167,0.7165,0.7167,0.7145,0.9435,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 311, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=311)"
10,RandomForestClassifier,0.8785,0.8821,0.8785,0.8788,0.9132,0.9145,0.9132,0.9133,0.7167,0.7572,0.7167,0.7113,0.9689,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 458}","RandomForestClassifier(n_estimators=20, random_state=458)"
5,LogisticRegression,0.7788,0.7835,0.7788,0.7799,0.7701,0.7765,0.7701,0.7722,0.7167,0.7162,0.7167,0.7153,0.9294,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 594, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=594)"
4,LogisticRegression,0.7709,0.7789,0.7709,0.7718,0.7847,0.7864,0.7847,0.7854,0.7167,0.7539,0.7167,0.7131,0.9185,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 73, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=73)"
3,DecisionTreeClassifier,0.8298,0.8443,0.8298,0.8332,0.8125,0.8382,0.8125,0.8176,0.7167,0.7194,0.7167,0.7131,0.9411,smote,500,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 20, 'random_state': 2}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=20, random_state=2)"
16,MLPClassifier,0.9078,0.9092,0.9078,0.9077,0.909,0.9101,0.909,0.9086,0.7167,0.7188,0.7167,0.7116,0.9822,smote,5000,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 103, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=103)"
15,LogisticRegression,0.8728,0.8728,0.8728,0.8726,0.8601,0.8597,0.8601,0.8598,0.7167,0.7178,0.7167,0.7169,0.9634,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 531, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=531)"
6,SVC,0.8008,0.8556,0.8008,0.799,0.7952,0.8511,0.7952,0.7931,0.7167,0.7817,0.7167,0.7017,0.9253,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 899}","SVC(C=10, probability=True, random_state=899)"
13,LogisticRegression,0.7526,0.7549,0.7526,0.7504,0.7396,0.7415,0.7396,0.7382,0.7167,0.7541,0.7167,0.704,0.9094,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 414, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=414)"
7,RandomForestClassifier,0.8096,0.8225,0.8096,0.8115,0.7971,0.807,0.7971,0.8005,0.7167,0.7277,0.7167,0.718,0.9192,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 10, 'random_state': 463}","RandomForestClassifier(n_estimators=10, random_state=463)"
14,SVC,0.793,0.7936,0.793,0.792,0.8367,0.8357,0.8367,0.8346,0.7167,0.7083,0.7167,0.706,0.8784,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'kernel': 'linear', 'random_state': 782}","SVC(C=1, kernel='linear', probability=True, random_state=782)"
2,MLPClassifier,0.7803,0.8172,0.7803,0.7781,0.7674,0.7821,0.7674,0.7666,0.7167,0.7196,0.7167,0.7172,0.9258,smote,500,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 679, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=679)"
12,SVC,0.7665,0.7677,0.7665,0.7654,0.7708,0.7708,0.7708,0.7708,0.7167,0.7567,0.7167,0.704,0.8699,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 27}","SVC(C=10, kernel='linear', probability=True, random_state=27)"
8,DecisionTreeClassifier,0.8024,0.8178,0.8024,0.8024,0.8333,0.84,0.8333,0.8346,0.7167,0.7215,0.7167,0.7112,0.9266,smote,250,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 936}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=936)"
9,SVC,0.793,0.8463,0.793,0.7908,0.8025,0.8547,0.8025,0.8011,0.7,0.7761,0.7,0.6865,0.9217,smote,5000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 583}","SVC(C=10, probability=True, random_state=583)"
12,DecisionTreeClassifier,0.898,0.9021,0.898,0.8985,0.8999,0.9047,0.8999,0.9004,0.7,0.7068,0.7,0.6999,0.9759,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 710}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=710)"
8,KNeighborsClassifier,0.8275,0.8384,0.8275,0.8306,0.835,0.8439,0.835,0.8378,0.7,0.6965,0.7,0.697,0.9437,smote,5000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
7,DecisionTreeClassifier,0.8314,0.8427,0.8314,0.834,0.838,0.8471,0.838,0.8406,0.7,0.7058,0.7,0.7011,0.9506,smote,5000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 24}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=24)"
9,MLPClassifier,0.7917,0.8014,0.7917,0.7929,0.7899,0.812,0.7899,0.7927,0.7,0.7237,0.7,0.6987,0.93,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 367, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=367)"
13,MLPClassifier,0.8469,0.8546,0.8469,0.8476,0.8514,0.8595,0.8514,0.851,0.7,0.6997,0.7,0.6979,0.9565,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 826, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=826)"
14,SVC,0.794,0.837,0.794,0.7935,0.8009,0.8569,0.8009,0.8003,0.7,0.7438,0.7,0.6836,0.9102,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'kernel': 'linear', 'random_state': 128}","SVC(C=1, kernel='linear', probability=True, random_state=128)"
11,SVC,0.761,0.804,0.761,0.7563,0.7899,0.8446,0.7899,0.7926,0.7,0.7417,0.7,0.696,0.9153,smote,250,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 0.1, 'kernel': 'linear', 'random_state': 997}","SVC(C=0.1, kernel='linear', probability=True, random_state=997)"
14,MLPClassifier,0.8333,0.8466,0.8333,0.8311,0.8043,0.8124,0.8043,0.8014,0.7,0.7219,0.7,0.6945,0.9551,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 896, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=896)"
13,MLPClassifier,0.8153,0.8212,0.8153,0.8136,0.7971,0.8017,0.7971,0.7981,0.7,0.7357,0.7,0.6975,0.946,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 334, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=334)"
13,DecisionTreeClassifier,0.8445,0.8526,0.8445,0.847,0.8249,0.8375,0.8249,0.8285,0.7,0.7128,0.7,0.6902,0.9552,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 335}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=335)"
11,KNeighborsClassifier,0.9152,0.9169,0.9152,0.9158,0.9163,0.9174,0.9163,0.9167,0.7,0.7056,0.7,0.7001,0.9762,smote,5000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1,
                     weights='distance')"
12,RandomForestClassifier,0.8024,0.8155,0.8024,0.8025,0.8188,0.8254,0.8188,0.8203,0.7,0.7074,0.7,0.6929,0.9251,smote,250,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 727}","RandomForestClassifier(n_estimators=20, random_state=727)"
7,SVC,0.8009,0.8692,0.8009,0.8011,0.8089,0.8749,0.8089,0.8072,0.7,0.7935,0.7,0.7003,0.9212,smote,5000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 0.1, 'kernel': 'linear', 'random_state': 412}","SVC(C=0.1, kernel='linear', probability=True, random_state=412)"
8,SVC,0.8096,0.8694,0.8096,0.8081,0.8159,0.869,0.8159,0.8124,0.7,0.7391,0.7,0.6949,0.9275,smote,5000,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 824}","SVC(C=10, kernel='linear', probability=True, random_state=824)"
15,MLPClassifier,0.8057,0.816,0.8057,0.8033,0.8095,0.8135,0.8095,0.809,0.7,0.6978,0.7,0.6949,0.9394,smote,1000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 55, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=55)"
16,LogisticRegression,0.7781,0.7814,0.7781,0.7786,0.7891,0.7904,0.7891,0.7896,0.7,0.6944,0.7,0.6908,0.92,smote,1000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 654, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=654)"
10,SVC,0.8098,0.8194,0.8098,0.809,0.8333,0.8374,0.8333,0.8344,0.7,0.6996,0.7,0.6995,0.9111,smote,250,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 984}","SVC(C=10, kernel='linear', probability=True, random_state=984)"
11,LogisticRegression,0.7972,0.8057,0.7972,0.7959,0.7391,0.7418,0.7391,0.7393,0.7,0.7279,0.7,0.6964,0.9342,smote,250,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 411, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=411)"
15,RandomForestClassifier,0.8402,0.8502,0.8402,0.843,0.835,0.8474,0.835,0.8381,0.7,0.7162,0.7,0.6948,0.9468,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 10, 'random_state': 444}","RandomForestClassifier(n_estimators=10, random_state=444)"
14,DecisionTreeClassifier,0.8465,0.8557,0.8465,0.8493,0.835,0.8439,0.835,0.8377,0.7,0.7081,0.7,0.6968,0.9528,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 678}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=678)"
11,SVC,0.7946,0.7934,0.7946,0.7927,0.778,0.7756,0.778,0.7746,0.7,0.7268,0.7,0.7063,0.8776,smote,3000,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 665}","SVC(C=10, kernel='linear', probability=True, random_state=665)"
3,MLPClassifier,0.7665,0.7873,0.7665,0.7646,0.7604,0.7644,0.7604,0.7592,0.7,0.6962,0.7,0.6961,0.929,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 52, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=52)"
4,KNeighborsClassifier,0.7951,0.8088,0.7951,0.7981,0.8194,0.8273,0.8194,0.8211,0.7,0.7396,0.7,0.6879,0.9183,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'}","KNeighborsClassifier(n_neighbors=13, weights='distance')"
12,DecisionTreeClassifier,0.8768,0.8818,0.8768,0.8766,0.8986,0.9004,0.8986,0.8989,0.7,0.722,0.7,0.7014,0.9449,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 357}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=357)"
10,LogisticRegression,0.7736,0.7884,0.7736,0.7744,0.8116,0.8188,0.8116,0.8125,0.7,0.743,0.7,0.6986,0.927,smote,250,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 795, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=795)"
14,LogisticRegression,0.7802,0.7866,0.7802,0.7814,0.7687,0.7722,0.7687,0.77,0.7,0.7162,0.7,0.6948,0.9286,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'penalty': 'l2', 'random_state': 753, 'solver': 'lbfgs'}","LogisticRegression(C=1, max_iter=100000, multi_class='multinomial',
                   random_state=753)"
11,SVC,0.8425,0.849,0.8425,0.8397,0.7971,0.8014,0.7971,0.7978,0.7,0.7369,0.7,0.7051,0.9239,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 194}","SVC(C=10, kernel='linear', probability=True, random_state=194)"
8,SVC,0.7935,0.8014,0.7935,0.7911,0.7609,0.7597,0.7609,0.7599,0.7,0.7028,0.7,0.6965,0.8706,smote,250,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 597}","SVC(C=10, kernel='linear', probability=True, random_state=597)"
12,RandomForestClassifier,0.9181,0.9196,0.9181,0.9183,0.9273,0.9282,0.9273,0.9274,0.7,0.7155,0.7,0.6886,0.9761,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 255}","RandomForestClassifier(n_estimators=20, random_state=255)"
13,SVC,0.7857,0.7928,0.7857,0.7877,0.7602,0.7628,0.7602,0.7612,0.7,0.7064,0.7,0.6957,0.8773,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 111}","SVC(C=10, kernel='linear', probability=True, random_state=111)"
15,KNeighborsClassifier,0.8172,0.8279,0.8172,0.8194,0.818,0.8217,0.818,0.8188,0.7,0.7075,0.7,0.6938,0.9362,smote,1000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'}","KNeighborsClassifier(n_neighbors=13, weights='distance')"
12,RandomForestClassifier,0.8374,0.8469,0.8374,0.8406,0.83,0.8402,0.83,0.8331,0.7,0.7128,0.7,0.6902,0.9515,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 10, 'random_state': 9}","RandomForestClassifier(n_estimators=10, random_state=9)"
11,LogisticRegression,0.7875,0.7978,0.7875,0.7903,0.7936,0.8038,0.7936,0.7965,0.7,0.7081,0.7,0.7017,0.9368,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 0.1, 'penalty': 'l2', 'random_state': 709, 'solver': 'lbfgs'}","LogisticRegression(C=0.1, max_iter=100000, multi_class='multinomial',
                   random_state=709)"
9,MLPClassifier,0.761,0.7668,0.761,0.7549,0.6594,0.6622,0.6594,0.6591,0.7,0.7111,0.7,0.6944,0.9145,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 873, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=873)"
10,LogisticRegression,0.8531,0.8581,0.8531,0.8517,0.7971,0.7994,0.7971,0.7975,0.7,0.7278,0.7,0.7064,0.9508,smote,250,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 436, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=436)"
13,LogisticRegression,0.7732,0.7731,0.7732,0.7728,0.7752,0.7733,0.7752,0.7738,0.7,0.7784,0.7,0.6856,0.9207,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 742, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=742)"
12,RandomForestClassifier,0.8294,0.8403,0.8294,0.8323,0.8249,0.8372,0.8249,0.8283,0.7,0.7128,0.7,0.6902,0.9502,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 974}","RandomForestClassifier(n_estimators=20, random_state=974)"
7,LogisticRegression,0.7912,0.7988,0.7912,0.7927,0.7897,0.802,0.7897,0.7922,0.7,0.7177,0.7,0.702,0.9329,smote,3000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 88, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=88)"
8,RandomForestClassifier,0.8321,0.8428,0.8321,0.8354,0.8238,0.8392,0.8238,0.8277,0.7,0.6987,0.7,0.6991,0.9498,smote,3000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'n_estimators': 20, 'random_state': 694}","RandomForestClassifier(n_estimators=20, random_state=694)"
9,KNeighborsClassifier,0.8223,0.8343,0.8223,0.8254,0.8277,0.8404,0.8277,0.831,0.7,0.6986,0.7,0.6984,0.9424,smote,3000,no_scaled,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=15, p=1,
                     weights='distance')"
10,KNeighborsClassifier,0.8173,0.8268,0.8173,0.8197,0.8216,0.8328,0.8216,0.8248,0.7,0.7044,0.7,0.6947,0.9427,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=13, p=1,
                     weights='distance')"
13,SVC,0.7899,0.8467,0.7899,0.788,0.7908,0.8461,0.7908,0.7906,0.7,0.765,0.7,0.6895,0.9205,smote,3000,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'rbf', 'random_state': 302}","SVC(C=10, probability=True, random_state=302)"
11,DecisionTreeClassifier,0.8319,0.8437,0.8319,0.8352,0.8261,0.8365,0.8261,0.8294,0.7,0.7128,0.7,0.6902,0.9516,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 340}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=340)"
15,KNeighborsClassifier,0.7751,0.7979,0.7751,0.7766,0.8333,0.8378,0.8333,0.8337,0.6833,0.7127,0.6833,0.6755,0.9064,smote,250,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'uniform'}",KNeighborsClassifier(n_neighbors=7)
16,KNeighborsClassifier,0.9114,0.9132,0.9114,0.9116,0.9183,0.9189,0.9183,0.9185,0.6833,0.692,0.6833,0.6717,0.975,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1,
                     weights='distance')"
15,SVC,0.7984,0.7976,0.7984,0.797,0.8015,0.7992,0.8015,0.7991,0.6833,0.6868,0.6833,0.6823,0.8793,smote,3000,no_scaled,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'kernel': 'linear', 'random_state': 839}","SVC(C=10, kernel='linear', probability=True, random_state=839)"
15,LogisticRegression,0.8298,0.8358,0.8298,0.8287,0.8551,0.8605,0.8551,0.8553,0.6833,0.6991,0.6833,0.6882,0.9473,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 10, 'penalty': 'l2', 'random_state': 403, 'solver': 'lbfgs'}","LogisticRegression(C=10, max_iter=100000, multi_class='multinomial',
                   random_state=403)"
14,DecisionTreeClassifier,0.8895,0.8929,0.8895,0.8903,0.9088,0.9112,0.9088,0.9094,0.6833,0.6852,0.6833,0.6834,0.9718,smote,3000,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 924}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=924)"
11,DecisionTreeClassifier,0.8278,0.8418,0.8278,0.8288,0.7536,0.7811,0.7536,0.7528,0.6833,0.7025,0.6833,0.6717,0.9306,smote,250,MinMaxScaler,"['storyPoints', 'polarity_mean', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 10, 'random_state': 10}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=10, random_state=10)"
15,KNeighborsClassifier,0.8314,0.8438,0.8314,0.835,0.8345,0.8468,0.8345,0.8377,0.6833,0.6865,0.6833,0.6705,0.9411,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=9, p=1, weights='distance')"
14,KNeighborsClassifier,0.8198,0.8304,0.8198,0.8231,0.8182,0.8305,0.8182,0.8213,0.6833,0.692,0.6833,0.6717,0.938,smote,3000,MinMaxScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}","KNeighborsClassifier(metric='manhattan', n_neighbors=11, p=1,
                     weights='distance')"
8,SVC,0.7717,0.8219,0.7717,0.7686,0.7326,0.7918,0.7326,0.7292,0.6833,0.6851,0.6833,0.6752,0.9031,smote,500,StandardScaler,"['storyPoints', 'polarity', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 0.1, 'kernel': 'linear', 'random_state': 316}","SVC(C=0.1, kernel='linear', probability=True, random_state=316)"
5,SVC,0.7951,0.8172,0.7951,0.7942,0.7917,0.8189,0.7917,0.7906,0.6833,0.7012,0.6833,0.6857,0.904,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'C': 1, 'kernel': 'linear', 'random_state': 167}","SVC(C=1, kernel='linear', probability=True, random_state=167)"
6,DecisionTreeClassifier,0.8221,0.8313,0.8221,0.8249,0.8264,0.8336,0.8264,0.8288,0.6833,0.6802,0.6833,0.6799,0.9419,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 177}","DecisionTreeClassifier(max_depth=10, min_samples_leaf=5, random_state=177)"
7,MLPClassifier,0.7639,0.7824,0.7639,0.7636,0.8646,0.8685,0.8646,0.8646,0.6833,0.6782,0.6833,0.6788,0.9256,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'O', 'C', 'E', 'A', 'N']",10,"{'max_iter': 100000, 'random_state': 440, 'solver': 'adam'}","MLPClassifier(max_iter=100000, random_state=440)"
